序號,縣市,測站,監測日期,監測時間,污染物,污染程度,PSI值,二氧化硫(ppb),一氧化碳(ppm),臭氧(ppb),懸浮微粒(μg/m3),細懸浮微粒(μg/m3),二氧化氮(ppb),風速(m/sec),AQI值,臭氧8小時移動平均(ppb),氮氧化物(ppb)(NOx),一氧化氮(ppb)(NO),風向(degrees),一氧化碳8小時移動平均(ppb),懸浮微粒移動平均值(μg/m3),細懸浮微粒移動平均值(μg/m3)
7977,臺北市,古亭,2019/01/11,08時,細懸浮微粒,普通,,0.7,0.74,2.9,22,7,13,1,75,3,34,21,211,1,44,25
7978,臺北市,古亭,2019/01/11,07時,細懸浮微粒,普通,,0.6,0.42,4.3,19,7,11,1.3,87,3,19,8,206,1,49,30
7979,臺北市,古亭,2019/01/11,06時,細懸浮微粒,普通,,0.9,0.54,4,32,19,15,1.4,99,3,25,9,180,1,57,35
7980,臺北市,古亭,2019/01/11,05時,細懸浮微粒,對敏感族群不健康,,0.8,0.48,4.9,28,18,13,0.7,111,3,19,6,214,1,64,40
7981,臺北市,古亭,2019/01/11,04時,細懸浮微粒,對敏感族群不健康,,1.2,0.46,5.3,41,29,13,0.7,120,2,17,4,89,1,72,43
7982,臺北市,古亭,2019/01/11,03時,細懸浮微粒,對敏感族群不健康,,2,0.7,2.8,53,27,19,1,131,2,30,11,143,1,80,47
7983,臺北市,古亭,2019/01/11,02時,細懸浮微粒,對敏感族群不健康,,3.4,1.11,1.6,80,48,36,0.8,144,2,55,19,226,1,85,52
7984,臺北市,古亭,2019/01/11,01時,細懸浮微粒,對敏感族群不健康,,2.6,0.92,1.6,76,42,27,0.6,146,5,43,16,215,1,86,53
7985,臺北市,古亭,2019/01/11,00時,細懸浮微粒,對敏感族群不健康,,5.2,1.15,1.8,93,61,34,0.6,150,8,62,28,151,1,87,54
7986,臺北市,古亭,2019/01/10,23時,細懸浮微粒,對敏感族群不健康,,6.5,1.72,1.9,99,67,43,0.8,144,13,88,44,178,1,85,52
7987,臺北市,古亭,2019/01/10,22時,細懸浮微粒,對敏感族群不健康,,6.3,2,2,106,66,48,0.8,138,23,96,48,213,1,81,50
7988,臺北市,古亭,2019/01/10,21時,細懸浮微粒,對敏感族群不健康,,6.7,1.65,2.2,102,62,54,1.2,124,32,83,28,199,1,73,45
7989,臺北市,古亭,2019/01/10,20時,細懸浮微粒,對敏感族群不健康,,6.2,1.36,2.3,98,61,54,0.7,108,39,73,19,241,1,65,38
7990,臺北市,古亭,2019/01/10,19時,細懸浮微粒,普通,,6.2,1.28,4.2,91,57,54,0.7,92,43,68,14,238,1,59,32
7991,臺北市,古亭,2019/01/10,18時,細懸浮微粒,普通,,4.9,0.87,20,72,44,43,1.9,77,46,46,3,256,1,50,26
7992,臺北市,古亭,2019/01/10,17時,細懸浮微粒,普通,,2.6,0.63,30,60,29,32,0.7,64,45,36,4,313,1,42,21
7993,臺北市,古亭,2019/01/10,16時,細懸浮微粒,普通,,2.6,0.6,42,78,31,30,2.3,57,43,33,4,331,1,36,18
7994,臺北市,古亭,2019/01/10,15時,,良好,,2,0.76,86,40,25,27,3.2,45,39,29,2,323,1,26,14
7995,臺北市,古亭,2019/01/10,14時,,良好,,1.8,0.67,72,31,18,22,1.1,38,29,24,3,228,1,23,12
7996,臺北市,古亭,2019/01/10,13時,,良好,,2,0.67,54,23,14,24,1,34,24,27,4,227,1,22,10
7997,臺北市,古亭,2019/01/10,12時,,良好,,2.4,0.6,39,23,8,21,1.9,35,21,27,6,214,1,22,11
7998,臺北市,古亭,2019/01/10,11時,,良好,,2.6,0.86,22,28,,29,1.3,35,21,42,12,186,1,23,11
7999,臺北市,古亭,2019/01/10,10時,,良好,,3,1.12,16,26,13,36,1,34,23,52,16,276,1,21,11
8000,臺北市,古亭,2019/01/10,09時,,良好,,2.4,1.38,15,24,17,34,1.1,32,25,53,20,239,1,20,10
8001,臺北市,古亭,2019/01/10,08時,,良好,,2.2,1.5,5.4,26,7,36,0.8,34,27,78,42,216,1,20,9
8002,臺北市,古亭,2019/01/10,07時,,良好,,1.4,0.62,13,12,8,27,0.9,30,30,38,11,110,0,18,9
8003,臺北市,古亭,2019/01/10,06時,,良好,,1.2,0.42,26,16,6,12,0.7,31,31,14,1,98,0,19,10
8004,臺北市,古亭,2019/01/10,05時,,良好,,1.2,0.35,34,13,6,6.8,2.1,34,30,8,1,83,1,20,11
8005,臺北市,古亭,2019/01/10,04時,,良好,,1,0.35,36,11,6,6.4,1.9,37,29,7,1,78,1,22,12
8006,臺北市,古亭,2019/01/10,03時,,良好,,1,0.38,36,14,7,7.3,2.5,42,26,8,1,75,1,24,13
8007,臺北市,古亭,2019/01/10,02時,,良好,,1.3,0.41,35,16,9,8.3,2,46,24,10,1,72,1,26,14
8008,臺北市,古亭,2019/01/10,01時,,良好,,1.2,0.44,34,24,11,10,2.3,49,22,11,1,73,1,29,15
8009,臺北市,古亭,2019/01/10,00時,細懸浮微粒,普通,,1.6,0.53,28,27,13,17,2.5,54,21,18,1,62,1,32,17
8010,臺北市,古亭,2019/01/09,23時,細懸浮微粒,普通,,1.8,0.64,22,27,16,22,2.2,54,22,24,2,74,1,32,17
8011,臺北市,古亭,2019/01/09,22時,細懸浮微粒,普通,,1.8,0.72,18,40,15,27,2.3,55,23,30,4,97,1,32,17
8012,臺北市,古亭,2019/01/09,21時,細懸浮微粒,普通,,1.9,0.71,19,43,25,27,2.4,55,24,30,3,84,1,30,17
8013,臺北市,古亭,2019/01/09,20時,,良好,,1.9,0.78,19,34,18,29,2.5,49,26,33,4,78,1,27,15
8014,臺北市,古亭,2019/01/09,19時,,良好,,1.8,0.82,18,33,24,30,2.5,48,28,36,6,81,1,24,15
8015,臺北市,古亭,2019/01/09,18時,,良好,,1.5,0.7,21,27,17,28,3,42,29,33,5,88,1,22,13
8016,臺北市,古亭,2019/01/09,17時,,良好,,1.5,,24,28,16,25,3.5,34,30,29,4,87,1,20,11
8017,臺北市,古亭,2019/01/09,16時,,良好,,1.3,,32,19,,19,4.4,27,29,22,4,87,1,19,8
8018,臺北市,古亭,2019/01/09,15時,,良好,,1.5,0.49,35,,,16,4,26,28,20,4,54,1,18,7
8019,臺北市,古亭,2019/01/09,14時,,良好,,,,,21,10,,3.5,26,28,,,75,1,17,7
8020,臺北市,古亭,2019/01/09,13時,,良好,,1.5,0.5,35,22,6,14,4,27,29,19,5,59,0,16,6
8021,臺北市,古亭,2019/01/09,12時,,良好,,1.6,0.48,32,15,6,16,3.8,27,29,21,5,64,0,15,6
8022,臺北市,古亭,2019/01/09,11時,,良好,,1.6,0.45,27,17,4,17,3.9,28,30,23,6,84,0,15,7
8023,臺北市,古亭,2019/01/09,10時,,良好,,1.5,0.46,24,14,6,17,4.3,29,31,23,6,82,0,14,7
8024,臺北市,古亭,2019/01/09,09時,,良好,,1.4,0.55,22,18,8,18,3.7,31,33,25,7,76,0,14,7
8025,臺北市,古亭,2019/01/09,08時,,良好,,1.2,0.48,24,16,8,16,2.5,32,35,20,4,84,0,14,7
8026,臺北市,古亭,2019/01/09,07時,,良好,,1.1,0.33,32,13,10,8.4,4.2,34,37,10,1,86,0,14,7
8027,臺北市,古亭,2019/01/09,06時,,良好,,1.2,0.29,36,12,5,4.6,4.1,33,36,5,1,85,0,14,6
8028,臺北市,古亭,2019/01/09,05時,,良好,,1.3,0.28,37,14,6,4.1,3.5,33,36,5,1,93,0,14,6
8029,臺北市,古亭,2019/01/09,04時,,良好,,1.2,0.28,38,15,7,4.3,3.8,31,34,5,1,78,0,14,6
8030,臺北市,古亭,2019/01/09,03時,,良好,,1.6,0.27,39,13,6,4.8,2.9,31,33,5,0,83,0,14,6
8031,臺北市,古亭,2019/01/09,02時,,良好,,1.4,0.28,39,11,6,5.3,3.2,29,31,6,1,96,0,14,6
8032,臺北市,古亭,2019/01/09,01時,,良好,,2.4,0.35,37,14,6,6.7,2.7,27,29,8,1,85,0,15,6
8033,臺北市,古亭,2019/01/09,00時,,良好,,1.2,0.36,34,11,6,9.1,2.5,25,27,11,2,91,1,15,6
8034,臺北市,古亭,2019/01/08,23時,,良好,,1.1,0.4,31,13,5,12,2.9,24,26,14,2,89,1,17,6
8035,臺北市,古亭,2019/01/08,22時,,良好,,0.9,0.41,31,17,8,13,3.2,24,26,15,2,91,1,18,6
8036,臺北市,古亭,2019/01/08,21時,,良好,,1,0.45,26,18,6,17,3,24,26,19,3,96,1,17,6
8037,臺北市,古亭,2019/01/08,20時,,良好,,1.3,0.48,27,21,7,17,3.1,24,26,20,3,100,1,17,6
8038,臺北市,古亭,2019/01/08,19時,,良好,,2.3,0.55,23,19,7,21,2.8,25,27,25,4,102,0,16,6
8039,臺北市,古亭,2019/01/08,18時,,良好,,2.6,0.49,23,18,5,22,3.3,25,27,25,4,93,0,16,5
8040,臺北市,古亭,2019/01/08,17時,,良好,,1.4,0.48,23,15,5,22,3.3,26,28,27,5,90,0,16,6
8041,臺北市,古亭,2019/01/08,16時,,良好,,2.4,0.42,25,17,5,21,2.6,26,28,26,5,89,1,18,7
8042,臺北市,古亭,2019/01/08,15時,,良好,,3.7,0.41,28,15,4,17,3.3,27,26,22,5,88,1,19,8
8043,臺北市,古亭,2019/01/08,14時,,良好,,1.9,0.41,32,10,3,14,3.5,31,23,19,5,96,1,20,10
8044,臺北市,古亭,2019/01/08,13時,,良好,,2.5,0.41,31,18,4,15,2.4,33,19,20,5,78,1,21,10
8045,臺北市,古亭,2019/01/08,12時,,良好,,1.5,0.42,30,12,6,17,2.7,34,16,21,5,92,1,21,10
8046,臺北市,古亭,2019/01/08,11時,,良好,,1,0.42,28,15,7,17,2.9,36,12,22,5,75,1,22,11
8047,臺北市,古亭,2019/01/08,10時,,良好,,1.1,0.5,26,12,5,20,3,40,9,25,6,82,1,25,12
8048,臺北市,古亭,2019/01/08,09時,,良好,,1.3,0.63,21,13,5,23,3.3,45,6,30,8,94,1,27,14
8049,臺北市,古亭,2019/01/08,08時,細懸浮微粒,普通,,1.4,0.6,16,22,9,23,1.5,55,4,32,9,89,1,32,17
8050,臺北市,古亭,2019/01/08,07時,細懸浮微粒,普通,,1.7,0.65,1.8,32,15,14,0.5,67,2,33,19,223,1,38,22
8051,臺北市,古亭,2019/01/08,06時,細懸浮微粒,普通,,1.7,0.53,2.4,27,17,13,1.1,69,2,21,8,195,1,40,23
8052,臺北市,古亭,2019/01/08,05時,細懸浮微粒,普通,,2.9,0.55,1.9,49,30,18,0.5,67,2,24,6,167,1,39,22
8053,臺北市,古亭,2019/01/08,04時,細懸浮微粒,普通,,4.7,0.76,1.7,68,46,27,0.6,59,2,38,11,163,1,35,19
8054,臺北市,古亭,2019/01/08,03時,,良好,,4.9,1.05,1.8,46,24,25,0.9,42,3,54,29,244,1,28,13
8055,臺北市,古亭,2019/01/08,02時,,良好,,1.7,0.76,1.8,20,9,17,0.7,35,3,34,17,331,1,24,11
8056,臺北市,古亭,2019/01/08,01時,,良好,,1.8,0.93,1.7,20,7,25,0.9,36,4,47,22,163,1,24,11
8057,臺北市,古亭,2019/01/08,00時,,良好,,2.9,0.8,2,24,11,25,0.6,39,6,39,14,359,1,25,12
8058,臺北市,古亭,2019/01/07,23時,,良好,,3.1,1.2,1.9,22,13,29,0.7,41,9,60,31,130,1,25,13
8059,臺北市,古亭,2019/01/07,22時,,良好,,2.8,0.98,2.9,23,9,31,0.7,39,10,48,17,83,1,27,12
8060,臺北市,古亭,2019/01/07,21時,,良好,,2.8,1.03,3.5,24,12,34,0.8,43,13,51,18,147,1,28,13
8061,臺北市,古亭,2019/01/07,20時,,良好,,2.7,1.04,4.9,28,16,35,1.1,43,17,51,16,122,1,29,13
8062,臺北市,古亭,2019/01/07,19時,,良好,,2.6,0.98,7.1,31,8,35,1.3,40,20,50,15,100,1,29,12
8063,臺北市,古亭,2019/01/07,18時,,良好,,2.3,0.75,11,33,19,31,2.1,44,23,42,11,98,1,29,13
8064,臺北市,古亭,2019/01/07,17時,,良好,,2.2,0.6,16,33,14,27,1.3,40,24,33,6,65,1,26,12
8065,臺北市,古亭,2019/01/07,16時,,良好,,2.1,0.52,22,29,12,22,2.1,37,24,29,7,50,1,23,11
8066,臺北市,古亭,2019/01/07,15時,,良好,,,,,,,,,35,24,,,,1,22,11
8067,臺北市,古亭,2019/01/07,14時,,良好,,2.3,0.47,27,25,16,18,3.2,35,25,23,5,50,1,22,11
8068,臺北市,古亭,2019/01/07,13時,,良好,,1.9,0.44,30,18,9,15,2.6,31,26,20,5,54,1,21,10
8069,臺北市,古亭,2019/01/07,12時,,良好,,1.8,0.47,27,25,11,18,3.2,31,27,24,6,83,1,22,10
8070,臺北市,古亭,2019/01/07,11時,,良好,,1.9,0.5,25,25,12,20,3.6,30,29,28,8,55,0,21,9
8071,臺北市,古亭,2019/01/07,10時,,良好,,1.9,0.62,20,23,10,26,3.1,29,31,35,9,64,0,20,9
8072,臺北市,古亭,2019/01/07,09時,,良好,,1.8,0.66,18,27,9,26,3.6,31,33,34,7,76,0,19,9
8073,臺北市,古亭,2019/01/07,08時,,良好,,1.6,0.6,20,25,8,24,2.7,33,36,31,6,85,0,17,9
8074,臺北市,古亭,2019/01/07,07時,,良好,,1.6,0.34,30,17,9,12,2.3,35,38,13,1,77,0,15,9
8075,臺北市,古亭,2019/01/07,06時,,良好,,1.6,0.27,36,15,9,4.5,3.1,36,39,5,0,85,0,15,9
8076,臺北市,古亭,2019/01/07,05時,,良好,,1.5,0.25,39,13,8,3,3.2,35,38,3,0,87,0,16,9
8077,臺北市,古亭,2019/01/07,04時,,良好,,1.5,0.25,41,13,6,2.8,3.7,35,38,3,0,81,0,16,10
8078,臺北市,古亭,2019/01/07,03時,,良好,,1.4,0.25,41,13,8,3.2,3.2,35,36,3,0,87,0,18,11
8079,臺北市,古亭,2019/01/07,03時,,良好,,1.4,0.25,41,13,8,3.2,3.2,34,37,3,0,87,0,16,11
8080,臺北市,古亭,2019/01/07,02時,,良好,,1.4,0.26,41,14,5,3.5,4,35,36,4,0,89,0,18,11
8081,臺北市,古亭,2019/01/07,01時,,良好,,1.2,0.26,39,13,11,5.9,3.4,39,35,7,1,78,0,19,12
8082,臺北市,古亭,2019/01/07,00時,,良好,,0.6,0.28,37,15,12,7.3,2.8,40,35,9,2,75,0,19,12
8083,臺北市,古亭,2019/01/06,23時,,良好,,0.9,0.31,35,23,10,9.9,3.2,38,34,11,2,85,0,20,12
8084,臺北市,古亭,2019/01/06,22時,,良好,,1,0.35,33,22,13,11,3.2,40,34,13,2,85,0,20,12
8085,臺北市,古亭,2019/01/06,21時,,良好,,0.8,0.33,34,18,15,10,3.7,41,34,12,2,84,0,20,13
8086,臺北市,古亭,2019/01/06,20時,,良好,,0.7,0.37,33,18,11,11,3.7,41,34,13,2,92,1,20,13
8087,臺北市,古亭,2019/01/06,19時,,良好,,0.7,0.4,36,27,15,10,3.3,41,34,13,2,82,1,20,13
8088,臺北市,古亭,2019/01/06,18時,,良好,,0.7,0.45,34,26,16,12,3,37,32,14,2,87,1,18,11
8089,臺北市,古亭,2019/01/06,17時,,良好,,0.7,0.44,35,19,18,12,3.4,31,28,15,3,77,1,16,10
8090,臺北市,古亭,2019/01/06,16時,,良好,,0.8,0.44,36,22,11,11,3.4,25,25,14,3,96,1,14,8
8091,臺北市,古亭,2019/01/06,15時,,良好,,0.8,0.48,34,14,8,13,3.7,22,21,16,3,77,1,12,7
8092,臺北市,古亭,2019/01/06,14時,,良好,,1,0.52,34,14,7,13,3.1,21,18,17,3,97,1,12,7
8093,臺北市,古亭,2019/01/06,13時,,良好,,0.9,0.54,34,11,7,13,2.5,22,15,17,4,96,1,12,7
8094,臺北市,古亭,2019/01/06,12時,,良好,,1,0.56,32,12,5,15,2.9,22,12,18,4,85,1,13,7
8095,臺北市,古亭,2019/01/06,11時,,良好,,1.3,0.64,17,12,7,20,2.3,24,9,33,13,103,1,13,8
8096,臺北市,古亭,2019/01/06,10時,,良好,,1.3,0.67,5.2,16,10,22,1,25,8,38,16,131,1,13,8
8097,臺北市,古亭,2019/01/06,09時,,良好,,1.2,0.6,6,16,7,19,0.9,24,8,29,10,157,1,12,7
8098,臺北市,古亭,2019/01/06,08時,,良好,,1.1,0.59,5.7,14,8,19,0.8,25,8,26,7,212,1,12,8
